product_id,product_name,category,fit,neckline,pattern,sleeve_style,length,occasion,style_aesthetic,trend,price,base_return_rate
PROD_00345,SS25 Preview Regular Animal Print Top,Tops,Regular,Square,Animal Print,Sleeveless,-,Work,Romantic,SS25 Preview,48.94,0.48466145571598424
PROD_00346,SS25 Preview Regular Animal Print Top,Tops,Regular,Boat,Animal Print,Cap,-,Work,Romantic,SS25 Preview,35.73,0.4932879146151815
PROD_00347,Clearance Fitted Animal Print Top,Tops,Fitted,Off-Shoulder,Animal Print,Bell,-,Evening,Sporty,Clearance,47.53,0.6483429415157271
PROD_00348,AW24 Core Relaxed Polka Dot Top,Tops,Relaxed,Boat,Polka Dot,Standard,-,Work,Boho,AW24 Core,39.86,0.3854827458362331
PROD_00349,AW24 Core Oversized Stripe Top,Tops,Oversized,Square,Stripe,Long,-,Loungewear,Sporty,AW24 Core,42.45,0.39479716563821904
PROD_00350,AW24 Trend Fitted Stripe Top,Tops,Fitted,Boat,Stripe,Cap,-,Holiday,Romantic,AW24 Trend,39.39,0.5784089463966515
PROD_00351,Clearance Slim Check Top,Tops,Slim,Square,Check,Sleeveless,-,Holiday,Sporty,Clearance,41.07,0.4894817238346768
PROD_00352,Clearance Oversized Polka Dot Top,Tops,Oversized,Round,Polka Dot,Cap,-,Smart Casual,Classic,Clearance,38.31,0.4164594081290322
PROD_00353,AW24 Trend Slim Plain Top,Tops,Slim,Round,Plain,Puff,-,Work,Minimalist,AW24 Trend,38.67,0.4915289940379274
PROD_00354,Continuity Oversized Floral Top,Tops,Oversized,High,Floral,Puff,-,Holiday,Romantic,Continuity,34.29,0.43958157315601953
PROD_00355,SS25 Preview Slim Floral Top,Tops,Slim,High,Floral,Bell,-,Smart Casual,Romantic,SS25 Preview,55.99,0.5756562702399652
PROD_00356,Clearance Oversized Check Top,Tops,Oversized,Square,Check,Balloon,-,Smart Casual,Minimalist,Clearance,57.64,0.466874943839823
PROD_00357,SS25 Preview Relaxed Stripe Top,Tops,Relaxed,Square,Stripe,Cap,-,Loungewear,Sporty,SS25 Preview,57.03,0.4252883360415512
PROD_00358,SS25 Preview Fitted Floral Top,Tops,Fitted,Boat,Floral,Sleeveless,-,Work,Romantic,SS25 Preview,39.64,0.6076820043630048
PROD_00359,Continuity Regular Polka Dot Top,Tops,Regular,Crew,Polka Dot,Balloon,-,Loungewear,Contemporary,Continuity,39.7,0.2888302524917106
PROD_00360,SS25 Preview Relaxed Stripe Top,Tops,Relaxed,Boat,Stripe,Bell,-,Loungewear,Boho,SS25 Preview,35.38,0.4193017409262675
PROD_00361,SS25 Preview Slim Abstract Top,Tops,Slim,Square,Abstract,Bell,-,Evening,Minimalist,SS25 Preview,42.92,0.550466044034648
PROD_00362,SS25 Preview Regular Plain Top,Tops,Regular,Crew,Plain,Balloon,-,Loungewear,Classic,SS25 Preview,35.32,0.4395578376257587
PROD_00363,AW24 Trend Oversized Stripe Top,Tops,Oversized,High,Stripe,Cap,-,Evening,Contemporary,AW24 Trend,48.87,0.4230320433172336
PROD_00364,AW24 Core Fitted Animal Print Top,Tops,Fitted,Crew,Animal Print,Cap,-,Work,Contemporary,AW24 Core,34.14,0.45971829819680665
PROD_00365,Clearance Fitted Animal Print Top,Tops,Fitted,High,Animal Print,Sleeveless,-,Smart Casual,Classic,Clearance,56.44,0.5166848578205578
PROD_00366,SS25 Preview Regular Floral Top,Tops,Regular,High,Floral,Standard,-,Casual,Minimalist,SS25 Preview,41.06,0.48214712527761916
PROD_00367,Clearance Oversized Abstract Top,Tops,Oversized,V-Neck,Abstract,Long,-,Smart Casual,Classic,Clearance,46.01,0.4555820767327393
PROD_00368,AW24 Trend Regular Abstract Top,Tops,Regular,Boat,Abstract,Puff,-,Evening,Sporty,AW24 Trend,49.93,0.5077124263482563
PROD_00369,Clearance Relaxed Stripe Top,Tops,Relaxed,Crew,Stripe,Cap,-,Casual,Classic,Clearance,38.68,0.3428734015059993
PROD_00370,Continuity Regular Abstract Top,Tops,Regular,Square,Abstract,Cap,-,Casual,Contemporary,Continuity,43.8,0.3139006420762819
PROD_00371,SS25 Preview Regular Polka Dot Top,Tops,Regular,V-Neck,Polka Dot,Puff,-,Evening,Contemporary,SS25 Preview,46.88,0.4990973884690704
PROD_00372,SS25 Preview Slim Stripe Top,Tops,Slim,V-Neck,Stripe,Bell,-,Holiday,Classic,SS25 Preview,58.27,0.5632391041701909
PROD_00373,AW24 Trend Relaxed Abstract Top,Tops,Relaxed,Boat,Abstract,Bell,-,Holiday,Minimalist,AW24 Trend,50.18,0.43636162041382753
PROD_00374,AW24 Trend Fitted Stripe Top,Tops,Fitted,Boat,Stripe,Sleeveless,-,Casual,Boho,AW24 Trend,57.96,0.5574293573700027
PROD_00375,SS25 Preview Oversized Stripe Top,Tops,Oversized,High,Stripe,Cap,-,Smart Casual,Classic,SS25 Preview,50.04,0.5385600733952801
PROD_00376,Clearance Relaxed Abstract Top,Tops,Relaxed,Square,Abstract,Long,-,Smart Casual,Contemporary,Clearance,53.06,0.36436147919821943
PROD_00377,Continuity Oversized Check Top,Tops,Oversized,Off-Shoulder,Check,Bell,-,Work,Classic,Continuity,52.58,0.44070291342110385
PROD_00378,AW24 Core Slim Floral Top,Tops,Slim,Round,Floral,Puff,-,Work,Contemporary,AW24 Core,41.84,0.49101961241446973
PROD_00379,SS25 Preview Relaxed Floral Top,Tops,Relaxed,Boat,Floral,Puff,-,Work,Boho,SS25 Preview,43.11,0.4930635294983081
PROD_00380,SS25 Preview Fitted Animal Print Top,Tops,Fitted,High,Animal Print,Standard,-,Work,Sporty,SS25 Preview,39.88,0.5837765054988128
PROD_00381,AW24 Trend Regular Abstract Top,Tops,Regular,V-Neck,Abstract,Standard,-,Evening,Boho,AW24 Trend,56.78,0.4562129620450325
PROD_00382,AW24 Core Oversized Animal Print Top,Tops,Oversized,High,Animal Print,Cap,-,Work,Sporty,AW24 Core,36.22,0.5140750859234462
PROD_00383,Continuity Relaxed Animal Print Top,Tops,Relaxed,Crew,Animal Print,Sleeveless,-,Smart Casual,Contemporary,Continuity,51.41,0.3674743649656566
PROD_00384,Clearance Regular Abstract Top,Tops,Regular,Boat,Abstract,Bell,-,Work,Minimalist,Clearance,33.32,0.43528374006902887
PROD_00385,AW24 Trend Oversized Animal Print Top,Tops,Oversized,Off-Shoulder,Animal Print,Long,-,Loungewear,Contemporary,AW24 Trend,56.13,0.5467997266884379
PROD_00386,Clearance Fitted Polka Dot Top,Tops,Fitted,Off-Shoulder,Polka Dot,Standard,-,Holiday,Minimalist,Clearance,50.97,0.5633178674895772
PROD_00387,Clearance Relaxed Animal Print Top,Tops,Relaxed,V-Neck,Animal Print,Standard,-,Casual,Romantic,Clearance,50.92,0.3757152351109096
PROD_00388,Clearance Regular Animal Print Top,Tops,Regular,Square,Animal Print,Sleeveless,-,Smart Casual,Boho,Clearance,41.63,0.4128121506277924
PROD_00389,Continuity Oversized Abstract Top,Tops,Oversized,V-Neck,Abstract,Sleeveless,-,Loungewear,Romantic,Continuity,35.44,0.41267533485423313
PROD_00390,AW24 Trend Slim Check Top,Tops,Slim,Square,Check,Long,-,Casual,Minimalist,AW24 Trend,37.85,0.5423003574446936
PROD_00391,Continuity Fitted Check Top,Tops,Fitted,Boat,Check,Bell,-,Casual,Romantic,Continuity,42.44,0.49522811128184474
PROD_00392,AW24 Trend Relaxed Plain Top,Tops,Relaxed,High,Plain,Puff,-,Work,Classic,AW24 Trend,34.4,0.3896043595477648
PROD_00393,AW24 Core Fitted Plain Top,Tops,Fitted,V-Neck,Plain,Puff,-,Work,Sporty,AW24 Core,56.06,0.3916912799921608
PROD_00394,Continuity Fitted Plain Top,Tops,Fitted,V-Neck,Plain,Puff,-,Casual,Boho,Continuity,53.63,0.36696300087671835
PROD_00395,Continuity Regular Floral Top,Tops,Regular,Off-Shoulder,Floral,Long,-,Loungewear,Sporty,Continuity,37.21,0.4299350300472201
PROD_00396,AW24 Core Relaxed Check Top,Tops,Relaxed,Boat,Check,Long,-,Evening,Minimalist,AW24 Core,49.4,0.34651707411833554
PROD_00397,AW24 Trend Fitted Abstract Top,Tops,Fitted,Round,Abstract,Long,-,Work,Classic,AW24 Trend,56.23,0.5465448634600621
PROD_00398,AW24 Core Fitted Animal Print Top,Tops,Fitted,Boat,Animal Print,Sleeveless,-,Loungewear,Contemporary,AW24 Core,52.97,0.5502875520065585
PROD_00399,Continuity Slim Check Top,Tops,Slim,Crew,Check,Cap,-,Loungewear,Romantic,Continuity,57.89,0.3535745853099902
PROD_00400,SS25 Preview Fitted Polka Dot Top,Tops,Fitted,Boat,Polka Dot,Sleeveless,-,Smart Casual,Minimalist,SS25 Preview,35.92,0.6264353234035988
PROD_00401,Continuity Regular Floral Top,Tops,Regular,Crew,Floral,Cap,-,Casual,Classic,Continuity,34.2,0.2799423124803107
PROD_00402,AW24 Core Fitted Plain Top,Tops,Fitted,Off-Shoulder,Plain,Sleeveless,-,Smart Casual,Classic,AW24 Core,53.53,0.487171759889818
PROD_00403,AW24 Core Fitted Check Top,Tops,Fitted,V-Neck,Check,Bell,-,Loungewear,Sporty,AW24 Core,33.89,0.48783156071652606
PROD_00404,Clearance Regular Plain Top,Tops,Regular,High,Plain,Puff,-,Evening,Contemporary,Clearance,58.0,0.3542225524778906
PROD_00405,Clearance Regular Polka Dot Top,Tops,Regular,Off-Shoulder,Polka Dot,Long,-,Casual,Contemporary,Clearance,42.74,0.45296835952592035
PROD_00406,Clearance Relaxed Polka Dot Top,Tops,Relaxed,Round,Polka Dot,Cap,-,Holiday,Boho,Clearance,58.13,0.306653851349727
PROD_00407,SS25 Preview Fitted Abstract Top,Tops,Fitted,Off-Shoulder,Abstract,Long,-,Work,Contemporary,SS25 Preview,39.1,0.6620849009263129
PROD_00408,SS25 Preview Regular Animal Print Top,Tops,Regular,High,Animal Print,Sleeveless,-,Evening,Boho,SS25 Preview,33.03,0.46700686957211895
PROD_00409,Continuity Slim Animal Print Top,Tops,Slim,Square,Animal Print,Cap,-,Smart Casual,Sporty,Continuity,47.18,0.42203781495055337
PROD_00410,Continuity Fitted Plain Top,Tops,Fitted,Boat,Plain,Balloon,-,Loungewear,Sporty,Continuity,44.91,0.4728763421205493
PROD_00411,SS25 Preview Fitted Abstract Top,Tops,Fitted,Crew,Abstract,Puff,-,Evening,Contemporary,SS25 Preview,43.54,0.6042945482456197
PROD_00412,AW24 Trend Oversized Polka Dot Top,Tops,Oversized,Round,Polka Dot,Bell,-,Evening,Contemporary,AW24 Trend,51.26,0.48085835457678255
PROD_00413,Clearance Relaxed Abstract Top,Tops,Relaxed,Off-Shoulder,Abstract,Sleeveless,-,Evening,Classic,Clearance,41.25,0.4473963705903339
PROD_00414,AW24 Trend Oversized Animal Print Top,Tops,Oversized,Boat,Animal Print,Bell,-,Smart Casual,Minimalist,AW24 Trend,33.41,0.5737302156538024
PROD_00415,SS25 Preview Relaxed Stripe Top,Tops,Relaxed,Round,Stripe,Cap,-,Casual,Minimalist,SS25 Preview,45.94,0.3761540187762957
PROD_00416,SS25 Preview Slim Abstract Top,Tops,Slim,Square,Abstract,Long,-,Smart Casual,Classic,SS25 Preview,44.31,0.599622449304464
PROD_00417,AW24 Trend Oversized Animal Print Top,Tops,Oversized,High,Animal Print,Bell,-,Casual,Classic,AW24 Trend,43.17,0.5716056757114324
PROD_00418,AW24 Trend Fitted Abstract Top,Tops,Fitted,High,Abstract,Bell,-,Smart Casual,Minimalist,AW24 Trend,47.58,0.599639072261971
PROD_00419,AW24 Core Relaxed Plain Top,Tops,Relaxed,Crew,Plain,Sleeveless,-,Smart Casual,Sporty,AW24 Core,42.6,0.3286595441502399
PROD_00420,Continuity Oversized Abstract Top,Tops,Oversized,Round,Abstract,Bell,-,Loungewear,Contemporary,Continuity,48.51,0.40043044198214783
PROD_00421,Continuity Regular Stripe Top,Tops,Regular,Square,Stripe,Long,-,Work,Minimalist,Continuity,35.4,0.2917382941800474
PROD_00422,Clearance Fitted Stripe Top,Tops,Fitted,High,Stripe,Balloon,-,Work,Boho,Clearance,31.95,0.46935594069123354
PROD_00423,SS25 Preview Oversized Plain Top,Tops,Oversized,Boat,Plain,Long,-,Loungewear,Minimalist,SS25 Preview,37.88,0.4973534264245215
PROD_00424,AW24 Trend Regular Stripe Top,Tops,Regular,Crew,Stripe,Puff,-,Casual,Romantic,AW24 Trend,51.37,0.37115067492817677
PROD_00425,Continuity Regular Stripe Top,Tops,Regular,V-Neck,Stripe,Bell,-,Holiday,Romantic,Continuity,45.16,0.3020016113087392
PROD_00426,Clearance Relaxed Floral Top,Tops,Relaxed,Round,Floral,Balloon,-,Smart Casual,Minimalist,Clearance,57.41,0.3462511065297456
PROD_00427,SS25 Preview Regular Animal Print Top,Tops,Regular,Boat,Animal Print,Cap,-,Loungewear,Boho,SS25 Preview,54.82,0.5551581400017238
PROD_00428,AW24 Trend Oversized Abstract Top,Tops,Oversized,High,Abstract,Cap,-,Evening,Minimalist,AW24 Trend,52.08,0.49067737485720053
PROD_00429,AW24 Trend Relaxed Floral Top,Tops,Relaxed,Round,Floral,Cap,-,Holiday,Minimalist,AW24 Trend,31.73,0.344387615538978
PROD_00430,AW24 Core Fitted Plain Top,Tops,Fitted,High,Plain,Bell,-,Casual,Classic,AW24 Core,47.34,0.40199729325780287
PROD_00431,AW24 Core Slim Floral Top,Tops,Slim,Boat,Floral,Long,-,Loungewear,Contemporary,AW24 Core,45.49,0.45553949052479414
PROD_00432,AW24 Core Regular Floral Top,Tops,Regular,V-Neck,Floral,Bell,-,Evening,Boho,AW24 Core,42.91,0.34074631404172195
PROD_00433,Continuity Fitted Abstract Top,Tops,Fitted,High,Abstract,Bell,-,Evening,Sporty,Continuity,43.45,0.49180681612008614
PROD_00434,AW24 Core Slim Animal Print Top,Tops,Slim,V-Neck,Animal Print,Bell,-,Evening,Classic,AW24 Core,37.79,0.5332219206312222
PROD_00435,Clearance Fitted Stripe Top,Tops,Fitted,High,Stripe,Bell,-,Work,Classic,Clearance,47.39,0.5313142004481727
PROD_00436,AW24 Trend Oversized Floral Top,Tops,Oversized,Off-Shoulder,Floral,Standard,-,Casual,Romantic,AW24 Trend,37.89,0.5110763099429907
PROD_00437,SS25 Preview Regular Animal Print Top,Tops,Regular,Round,Animal Print,Bell,-,Work,Boho,SS25 Preview,53.91,0.5028030464569537
PROD_00438,AW24 Trend Oversized Stripe Top,Tops,Oversized,V-Neck,Stripe,Puff,-,Evening,Romantic,AW24 Trend,38.47,0.4615627782029155
PROD_00439,AW24 Core Regular Abstract Top,Tops,Regular,Crew,Abstract,Long,-,Casual,Sporty,AW24 Core,49.57,0.38670116069106003
PROD_00440,AW24 Core Slim Check Top,Tops,Slim,Boat,Check,Puff,-,Holiday,Minimalist,AW24 Core,44.67,0.5048085487283078
PROD_00441,SS25 Preview Slim Floral Top,Tops,Slim,High,Floral,Standard,-,Evening,Minimalist,SS25 Preview,48.42,0.5004256467936397
PROD_00442,AW24 Trend Fitted Plain Top,Tops,Fitted,Off-Shoulder,Plain,Bell,-,Casual,Contemporary,AW24 Trend,58.38,0.5558742510542889
PROD_00443,SS25 Preview Fitted Stripe Top,Tops,Fitted,Boat,Stripe,Standard,-,Casual,Sporty,SS25 Preview,44.62,0.5480183515261888
PROD_00444,AW24 Core Fitted Abstract Top,Tops,Fitted,Square,Abstract,Standard,-,Smart Casual,Boho,AW24 Core,56.25,0.5065851787410673
PROD_00445,AW24 Core Regular Floral Top,Tops,Regular,Square,Floral,Long,-,Loungewear,Minimalist,AW24 Core,43.68,0.4000818099859751
PROD_00446,Clearance Relaxed Animal Print Top,Tops,Relaxed,Round,Animal Print,Sleeveless,-,Holiday,Minimalist,Clearance,47.33,0.4218699265972796
PROD_00447,AW24 Core Relaxed Polka Dot Top,Tops,Relaxed,Boat,Polka Dot,Cap,-,Smart Casual,Sporty,AW24 Core,36.69,0.3692367048701249
PROD_00448,AW24 Trend Fitted Stripe Top,Tops,Fitted,High,Stripe,Standard,-,Casual,Minimalist,AW24 Trend,38.14,0.4963936263454892
PROD_00449,Continuity Slim Animal Print Top,Tops,Slim,Crew,Animal Print,Long,-,Holiday,Romantic,Continuity,40.56,0.4414842149851655
PROD_00450,AW24 Trend Relaxed Abstract Top,Tops,Relaxed,V-Neck,Abstract,Balloon,-,Evening,Minimalist,AW24 Trend,45.89,0.4952264014533372
PROD_00451,Clearance Relaxed Check Top,Tops,Relaxed,Square,Check,Puff,-,Smart Casual,Sporty,Clearance,46.16,0.4331544378676161
PROD_00452,AW24 Core Oversized Polka Dot Top,Tops,Oversized,V-Neck,Polka Dot,Bell,-,Work,Contemporary,AW24 Core,41.65,0.3929380616966701
PROD_00453,AW24 Trend Slim Floral Top,Tops,Slim,Crew,Floral,Puff,-,Loungewear,Sporty,AW24 Trend,48.32,0.4599146112277625
PROD_00454,SS25 Preview Oversized Stripe Top,Tops,Oversized,Crew,Stripe,Standard,-,Casual,Classic,SS25 Preview,52.51,0.4446874195200439
PROD_00455,AW24 Core Oversized Polka Dot Top,Tops,Oversized,Crew,Polka Dot,Balloon,-,Casual,Contemporary,AW24 Core,35.94,0.39204704809993696
PROD_00456,Continuity Regular Check Top,Tops,Regular,Boat,Check,Bell,-,Holiday,Romantic,Continuity,56.52,0.37063322309637686
PROD_00457,Clearance Slim Plain Top,Tops,Slim,V-Neck,Plain,Balloon,-,Holiday,Classic,Clearance,42.81,0.4710421815012412
PROD_00458,SS25 Preview Fitted Stripe Top,Tops,Fitted,Off-Shoulder,Stripe,Long,-,Evening,Classic,SS25 Preview,33.77,0.5917272169754311
PROD_00459,AW24 Trend Oversized Polka Dot Top,Tops,Oversized,Boat,Polka Dot,Standard,-,Loungewear,Romantic,AW24 Trend,49.49,0.5284575896376114
PROD_00460,AW24 Trend Fitted Floral Top,Tops,Fitted,Square,Floral,Cap,-,Evening,Contemporary,AW24 Trend,47.32,0.5185404068463424
PROD_00461,AW24 Trend Relaxed Stripe Top,Tops,Relaxed,Crew,Stripe,Puff,-,Smart Casual,Classic,AW24 Trend,57.58,0.3409482366068993
PROD_00462,SS25 Preview Oversized Check Top,Tops,Oversized,Crew,Check,Balloon,-,Evening,Classic,SS25 Preview,49.0,0.4874784987883366
PROD_00463,Clearance Relaxed Abstract Top,Tops,Relaxed,Round,Abstract,Cap,-,Evening,Romantic,Clearance,50.87,0.34454544625389305
PROD_00464,Continuity Regular Plain Top,Tops,Regular,Boat,Plain,Sleeveless,-,Work,Classic,Continuity,49.68,0.33768213672402814
PROD_00465,SS25 Preview Relaxed Animal Print Top,Tops,Relaxed,Off-Shoulder,Animal Print,Puff,-,Work,Minimalist,SS25 Preview,55.6,0.5814499460255192
PROD_00466,AW24 Trend Oversized Polka Dot Top,Tops,Oversized,Off-Shoulder,Polka Dot,Long,-,Loungewear,Romantic,AW24 Trend,40.43,0.47786267109897584
PROD_00467,SS25 Preview Relaxed Animal Print Top,Tops,Relaxed,Crew,Animal Print,Cap,-,Smart Casual,Minimalist,SS25 Preview,58.18,0.4248287479630846
PROD_00468,Continuity Regular Stripe Top,Tops,Regular,Boat,Stripe,Balloon,-,Loungewear,Sporty,Continuity,51.28,0.3489389779666873
PROD_00469,Continuity Fitted Floral Top,Tops,Fitted,Off-Shoulder,Floral,Balloon,-,Evening,Boho,Continuity,37.23,0.5484725163881005
PROD_00470,AW24 Trend Relaxed Animal Print Top,Tops,Relaxed,V-Neck,Animal Print,Sleeveless,-,Holiday,Romantic,AW24 Trend,39.09,0.42389976802115514
PROD_00471,Continuity Fitted Abstract Top,Tops,Fitted,V-Neck,Abstract,Puff,-,Loungewear,Contemporary,Continuity,37.83,0.4511127278259379
PROD_00472,Continuity Relaxed Abstract Top,Tops,Relaxed,Off-Shoulder,Abstract,Standard,-,Evening,Sporty,Continuity,55.24,0.34196514827468477
PROD_00473,AW24 Trend Regular Stripe Top,Tops,Regular,High,Stripe,Sleeveless,-,Work,Sporty,AW24 Trend,40.72,0.46656098313808847
PROD_00474,Continuity Oversized Check Top,Tops,Oversized,Off-Shoulder,Check,Standard,-,Evening,Romantic,Continuity,31.69,0.4338506879425473
PROD_00475,Clearance Fitted Animal Print Top,Tops,Fitted,Boat,Animal Print,Bell,-,Loungewear,Minimalist,Clearance,53.79,0.5980250688330375
PROD_00476,AW24 Core Slim Stripe Top,Tops,Slim,Off-Shoulder,Stripe,Cap,-,Holiday,Romantic,AW24 Core,35.81,0.47466083003600035
PROD_00477,AW24 Trend Slim Floral Top,Tops,Slim,Off-Shoulder,Floral,Cap,-,Loungewear,Boho,AW24 Trend,48.14,0.6090083249971439
PROD_00478,Continuity Fitted Animal Print Top,Tops,Fitted,V-Neck,Animal Print,Cap,-,Loungewear,Sporty,Continuity,48.31,0.4144860557627717
PROD_00479,SS25 Preview Relaxed Check Top,Tops,Relaxed,Off-Shoulder,Check,Standard,-,Casual,Classic,SS25 Preview,41.46,0.49089177228437664
PROD_00480,Clearance Regular Abstract Top,Tops,Regular,Square,Abstract,Bell,-,Holiday,Romantic,Clearance,53.4,0.4769731418296881
PROD_00481,Clearance Regular Stripe Top,Tops,Regular,Boat,Stripe,Puff,-,Evening,Sporty,Clearance,57.07,0.4100356626839831
PROD_00482,SS25 Preview Fitted Stripe Top,Tops,Fitted,Round,Stripe,Standard,-,Evening,Classic,SS25 Preview,52.34,0.4906462717952072
PROD_00483,SS25 Preview Oversized Plain Top,Tops,Oversized,V-Neck,Plain,Long,-,Loungewear,Contemporary,SS25 Preview,55.73,0.4283877264564259
PROD_00484,Continuity Relaxed Check Top,Tops,Relaxed,Crew,Check,Long,-,Smart Casual,Romantic,Continuity,33.86,0.31077612436501784
PROD_00485,Continuity Relaxed Plain Top,Tops,Relaxed,Boat,Plain,Puff,-,Loungewear,Sporty,Continuity,53.79,0.3436493331310226
PROD_00486,AW24 Core Relaxed Stripe Top,Tops,Relaxed,V-Neck,Stripe,Standard,-,Loungewear,Classic,AW24 Core,36.92,0.3491310714312667
PROD_00487,AW24 Trend Relaxed Plain Top,Tops,Relaxed,High,Plain,Cap,-,Smart Casual,Sporty,AW24 Trend,54.45,0.39051192087546654
PROD_00488,Continuity Fitted Animal Print Top,Tops,Fitted,Round,Animal Print,Sleeveless,-,Work,Romantic,Continuity,57.21,0.4289150334454151
PROD_00489,AW24 Trend Oversized Polka Dot Top,Tops,Oversized,Round,Polka Dot,Puff,-,Loungewear,Contemporary,AW24 Trend,35.55,0.41498601463991647
PROD_00490,Continuity Oversized Plain Top,Tops,Oversized,Boat,Plain,Cap,-,Holiday,Contemporary,Continuity,47.05,0.3537581138051515
PROD_00491,AW24 Trend Fitted Check Top,Tops,Fitted,Boat,Check,Standard,-,Loungewear,Contemporary,AW24 Trend,31.96,0.5645150083300905
PROD_00492,AW24 Core Relaxed Abstract Top,Tops,Relaxed,Off-Shoulder,Abstract,Long,-,Casual,Romantic,AW24 Core,32.7,0.476036677462213
PROD_00493,AW24 Core Fitted Stripe Top,Tops,Fitted,Round,Stripe,Balloon,-,Smart Casual,Minimalist,AW24 Core,31.88,0.42430619527234026
PROD_00494,SS25 Preview Relaxed Polka Dot Top,Tops,Relaxed,High,Polka Dot,Puff,-,Holiday,Sporty,SS25 Preview,56.67,0.4566858433294095
PROD_00495,SS25 Preview Fitted Animal Print Top,Tops,Fitted,Boat,Animal Print,Puff,-,Holiday,Classic,SS25 Preview,53.71,0.6565947166080465
PROD_00496,SS25 Preview Relaxed Check Top,Tops,Relaxed,Off-Shoulder,Check,Bell,-,Smart Casual,Sporty,SS25 Preview,46.13,0.49132812034585804
PROD_00497,AW24 Core Fitted Plain Top,Tops,Fitted,Square,Plain,Cap,-,Smart Casual,Boho,AW24 Core,44.97,0.4359562977505522
PROD_00498,AW24 Trend Regular Plain Top,Tops,Regular,Crew,Plain,Sleeveless,-,Work,Sporty,AW24 Trend,49.98,0.3172213185335188
PROD_00499,Continuity Fitted Check Top,Tops,Fitted,Boat,Check,Bell,-,Smart Casual,Romantic,Continuity,52.16,0.4803220414858636
PROD_00500,AW24 Trend Oversized Check Top,Tops,Oversized,Round,Check,Cap,-,Holiday,Sporty,AW24 Trend,35.53,0.45852906340617156
PROD_00501,SS25 Preview Fitted Check Top,Tops,Fitted,Round,Check,Balloon,-,Smart Casual,Contemporary,SS25 Preview,36.15,0.5848256954077823
PROD_00502,Continuity Oversized Plain Top,Tops,Oversized,Square,Plain,Long,-,Work,Classic,Continuity,48.05,0.3572394563354815
PROD_00503,Continuity Regular Polka Dot Top,Tops,Regular,Round,Polka Dot,Puff,-,Holiday,Romantic,Continuity,57.48,0.2757203883556954
PROD_00504,Continuity Oversized Check Top,Tops,Oversized,High,Check,Puff,-,Loungewear,Minimalist,Continuity,33.47,0.41183654633353217
PROD_00505,AW24 Core Regular Animal Print Top,Tops,Regular,V-Neck,Animal Print,Standard,-,Smart Casual,Boho,AW24 Core,38.34,0.41268329044150676
PROD_00506,Clearance Relaxed Animal Print Top,Tops,Relaxed,Round,Animal Print,Balloon,-,Smart Casual,Minimalist,Clearance,53.58,0.45036934518773025
PROD_00507,SS25 Preview Oversized Animal Print Top,Tops,Oversized,Square,Animal Print,Standard,-,Holiday,Classic,SS25 Preview,45.05,0.5978947355854662
PROD_00508,Continuity Fitted Stripe Top,Tops,Fitted,Off-Shoulder,Stripe,Bell,-,Casual,Sporty,Continuity,51.84,0.4954956879727737
PROD_00509,AW24 Trend Fitted Check Top,Tops,Fitted,Round,Check,Standard,-,Loungewear,Sporty,AW24 Trend,46.27,0.46324706563419277
PROD_00510,AW24 Core Relaxed Plain Top,Tops,Relaxed,Off-Shoulder,Plain,Puff,-,Work,Boho,AW24 Core,33.92,0.4046247600130851
PROD_00511,Clearance Oversized Plain Top,Tops,Oversized,Off-Shoulder,Plain,Long,-,Smart Casual,Contemporary,Clearance,54.54,0.4417984085506914
PROD_00512,AW24 Trend Relaxed Abstract Top,Tops,Relaxed,Off-Shoulder,Abstract,Bell,-,Loungewear,Minimalist,AW24 Trend,34.18,0.5556153621994661
PROD_00513,Clearance Fitted Polka Dot Top,Tops,Fitted,Round,Polka Dot,Sleeveless,-,Smart Casual,Classic,Clearance,38.59,0.42907208827478316
PROD_00514,SS25 Preview Relaxed Stripe Top,Tops,Relaxed,Square,Stripe,Bell,-,Holiday,Contemporary,SS25 Preview,34.98,0.48747660625539935
PROD_00515,AW24 Core Relaxed Animal Print Top,Tops,Relaxed,Crew,Animal Print,Balloon,-,Holiday,Sporty,AW24 Core,34.23,0.4219996802627446
PROD_00516,AW24 Trend Regular Polka Dot Top,Tops,Regular,Off-Shoulder,Polka Dot,Puff,-,Casual,Boho,AW24 Trend,41.11,0.5223137853747827
PROD_00517,Continuity Regular Floral Top,Tops,Regular,Round,Floral,Cap,-,Work,Contemporary,Continuity,37.81,0.32889139629658676
PROD_00518,Continuity Oversized Animal Print Top,Tops,Oversized,Round,Animal Print,Cap,-,Work,Sporty,Continuity,37.86,0.403920182938996
PROD_00519,Clearance Oversized Plain Top,Tops,Oversized,Boat,Plain,Cap,-,Casual,Minimalist,Clearance,55.09,0.4413660283112154
PROD_00520,Clearance Relaxed Stripe Top,Tops,Relaxed,High,Stripe,Puff,-,Evening,Boho,Clearance,54.9,0.342680179912676
PROD_00521,Continuity Slim Polka Dot Top,Tops,Slim,Off-Shoulder,Polka Dot,Long,-,Loungewear,Classic,Continuity,34.93,0.4593575254414298
PROD_00522,AW24 Trend Relaxed Plain Top,Tops,Relaxed,Off-Shoulder,Plain,Long,-,Holiday,Minimalist,AW24 Trend,35.84,0.4027541855359712
PROD_00523,SS25 Preview Oversized Floral Top,Tops,Oversized,Off-Shoulder,Floral,Puff,-,Work,Boho,SS25 Preview,51.99,0.620034788886657
